"LOCATION","Country","INDICATOR","Indicator","MEASURE","Measure","INEQUALITY","Inequality","TIME","TIME","Value","Flag Codes","Flags"
"NLD","Netherlands","PS_SFRV","Assault rate","L","Value","TOT","Total","2013","2013",4.9,,
"NZL","New Zealand","PS_SFRV","Assault rate","L","Value","TOT","Total","2013","2013",2.2,,
"NOR","Norway","PS_SFRV","Assault rate","L","Value","TOT","Total","2013","2013",3.3,,
"POL","Poland","PS_SFRV","Assault rate","L","Value","TOT","Total","2013","2013",1.8,,
"PRT","Portugal","PS_SFRV","Assault rate","L","Value","TOT","Total","2013","2013",5.8,,
"SVK","Slovak Republic","PS_SFRV","Assault rate","L","Value","TOT","Total","2013","2013",3,,
"ESP","Spain","PS_SFRV","Assault rate","L","Value","TOT","Total","2013","2013",4.2,,
"SWE","Sweden","PS_SFRV","Assault rate","L","Value","TOT","Total","2013","2013",5.1,,
"CHE","Switzerland","PS_SFRV","Assault rate","L","Value","TOT","Total","2013","2013",4.2,,
"TUR","Turkey","PS_SFRV","Assault rate","L","Value","TOT","Total","2013","2013",5.1,,
"GBR","United Kingdom","PS_SFRV","Assault rate","L","Value","TOT","Total","2013","2013",1.9,,
"USA","United States","PS_SFRV","Assault rate","L","Value","TOT","Total","2013","2013",1.5,,
"OTO","OECD - Total","PS_SFRV","Assault rate","L","Value","TOT","Total","2013","2013",4,,
"BRA","Brazil","PS_SFRV","Assault rate","L","Value","TOT","Total","2013","2013",7.9,,
"CHL","Chile","PS_SFRV","Assault rate","L","Value","TOT","Total","2013","2013",8.3,,
"EST","Estonia","PS_SFRV","Assault rate","L","Value","TOT","Total","2013","2013",5.5,,
"ISR","Israel","PS_SFRV","Assault rate","L","Value","TOT","Total","2013","2013",6.5,,
"RUS","Russia","PS_SFRV","Assault rate","L","Value","TOT","Total","2013","2013",2.8,,
"SVN","Slovenia","PS_SFRV","Assault rate","L","Value","TOT","Total","2013","2013",3.9,,
"AUS","Australia","PS_SFRV","Assault rate","L","Value","MN","Men","2013","2013",2.5,,
"AUT","Austria","PS_SFRV","Assault rate","L","Value","MN","Men","2013","2013",4.5,,
"BEL","Belgium","PS_SFRV","Assault rate","L","Value","MN","Men","2013","2013",6.2,,
"CAN","Canada","PS_SFRV","Assault rate","L","Value","MN","Men","2013","2013",1.3,,
"CZE","Czech Republic","PS_SFRV","Assault rate","L","Value","MN","Men","2013","2013",4.1,,
"DNK","Denmark","PS_SFRV","Assault rate","L","Value","MN","Men","2013","2013",4.9,,
"FIN","Finland","PS_SFRV","Assault rate","L","Value","MN","Men","2013","2013",3.9,,
"FRA","France","PS_SFRV","Assault rate","L","Value","MN","Men","2013","2013",5.6,,
"DEU","Germany","PS_SFRV","Assault rate","L","Value","MN","Men","2013","2013",3.1,,
"GRC","Greece","PS_SFRV","Assault rate","L","Value","MN","Men","2013","2013",3.6,,
"HUN","Hungary","PS_SFRV","Assault rate","L","Value","MN","Men","2013","2013",3.4,,
"ISL","Iceland","PS_SFRV","Assault rate","L","Value","MN","Men","2013","2013",3,,
"IRL","Ireland","PS_SFRV","Assault rate","L","Value","MN","Men","2013","2013",2.1,,
"ITA","Italy","PS_SFRV","Assault rate","L","Value","MN","Men","2013","2013",5.4,,
"JPN","Japan","PS_SFRV","Assault rate","L","Value","MN","Men","2013","2013",1.2,,
"KOR","Korea","PS_SFRV","Assault rate","L","Value","MN","Men","2013","2013",1.9,,
"LUX","Luxembourg","PS_SFRV","Assault rate","L","Value","MN","Men","2013","2013",4.7,,
"MEX","Mexico","PS_SFRV","Assault rate","L","Value","MN","Men","2013","2013",15.4,,
"NLD","Netherlands","PS_SFRV","Assault rate","L","Value","MN","Men","2013","2013",6.5,,
"NZL","New Zealand","PS_SFRV","Assault rate","L","Value","MN","Men","2013","2013",3.2,,
"NOR","Norway","PS_SFRV","Assault rate","L","Value","MN","Men","2013","2013",4.3,,
"POL","Poland","PS_SFRV","Assault rate","L","Value","MN","Men","2013","2013",0.9,,
"PRT","Portugal","PS_SFRV","Assault rate","L","Value","MN","Men","2013","2013",5.5,,
"SVK","Slovak Republic","PS_SFRV","Assault rate","L","Value","MN","Men","2013","2013",3.8,,
"ESP","Spain","PS_SFRV","Assault rate","L","Value","MN","Men","2013","2013",4.1,,
"SWE","Sweden","PS_SFRV","Assault rate","L","Value","MN","Men","2013","2013",4.7,,
"CHE","Switzerland","PS_SFRV","Assault rate","L","Value","MN","Men","2013","2013",5.7,,
"TUR","Turkey","PS_SFRV","Assault rate","L","Value","MN","Men","2013","2013",6.4,,
"GBR","United Kingdom","PS_SFRV","Assault rate","L","Value","MN","Men","2013","2013",3.2,,
"USA","United States","PS_SFRV","Assault rate","L","Value","MN","Men","2013","2013",1.7,,
"OTO","OECD - Total","PS_SFRV","Assault rate","L","Value","MN","Men","2013","2013",4.4,,
"BRA","Brazil","PS_SFRV","Assault rate","L","Value","MN","Men","2013","2013",7.5,,
"CHL","Chile","PS_SFRV","Assault rate","L","Value","MN","Men","2013","2013",8.4,,
"EST","Estonia","PS_SFRV","Assault rate","L","Value","MN","Men","2013","2013",5.4,,
"ISR","Israel","PS_SFRV","Assault rate","L","Value","MN","Men","2013","2013",5.9,,
"RUS","Russia","PS_SFRV","Assault rate","L","Value","MN","Men","2013","2013",3.5,,
"SVN","Slovenia","PS_SFRV","Assault rate","L","Value","MN","Men","2013","2013",3.2,,
"AUS","Australia","PS_SFRV","Assault rate","L","Value","WMN","Women","2013","2013",1.7,,
"AUT","Austria","PS_SFRV","Assault rate","L","Value","WMN","Women","2013","2013",1.7,,
"BEL","Belgium","PS_SFRV","Assault rate","L","Value","WMN","Women","2013","2013",7,,
"CAN","Canada","PS_SFRV","Assault rate","L","Value","WMN","Women","2013","2013",1.3,,
"CZE","Czech Republic","PS_SFRV","Assault rate","L","Value","WMN","Women","2013","2013",1.9,,
"DNK","Denmark","PS_SFRV","Assault rate","L","Value","WMN","Women","2013","2013",3.1,,
"FIN","Finland","PS_SFRV","Assault rate","L","Value","WMN","Women","2013","2013",0.9,,
"FRA","France","PS_SFRV","Assault rate","L","Value","WMN","Women","2013","2013",4.4,,
"DEU","Germany","PS_SFRV","Assault rate","L","Value","WMN","Women","2013","2013",4.1,,
"GRC","Greece","PS_SFRV","Assault rate","L","Value","WMN","Women","2013","2013",3.8,,
"HUN","Hungary","PS_SFRV","Assault rate","L","Value","WMN","Women","2013","2013",3.8,,
"ISL","Iceland","PS_SFRV","Assault rate","L","Value","WMN","Women","2013","2013",2.3,,
"IRL","Ireland","PS_SFRV","Assault rate","L","Value","WMN","Women","2013","2013",3.1,,
"ITA","Italy","PS_SFRV","Assault rate","L","Value","WMN","Women","2013","2013",4.1,,
"JPN","Japan","PS_SFRV","Assault rate","L","Value","WMN","Women","2013","2013",1.5,,
"KOR","Korea","PS_SFRV","Assault rate","L","Value","WMN","Women","2013","2013",2.2,,
"LUX","Luxembourg","PS_SFRV","Assault rate","L","Value","WMN","Women","2013","2013",3.9,,
"MEX","Mexico","PS_SFRV","Assault rate","L","Value","WMN","Women","2013","2013",9.9,,
"NLD","Netherlands","PS_SFRV","Assault rate","L","Value","WMN","Women","2013","2013",3.5,,
"NZL","New Zealand","PS_SFRV","Assault rate","L","Value","WMN","Women","2013","2013",1.4,,
"NOR","Norway","PS_SFRV","Assault rate","L","Value","WMN","Women","2013","2013",2.3,,
"POL","Poland","PS_SFRV","Assault rate","L","Value","WMN","Women","2013","2013",2.6,,
"PRT","Portugal","PS_SFRV","Assault rate","L","Value","WMN","Women","2013","2013",6.1,,
"SVK","Slovak Republic","PS_SFRV","Assault rate","L","Value","WMN","Women","2013","2013",2.2,,
"ESP","Spain","PS_SFRV","Assault rate","L","Value","WMN","Women","2013","2013",4.3,,
"SWE","Sweden","PS_SFRV","Assault rate","L","Value","WMN","Women","2013","2013",5.5,,
"CHE","Switzerland","PS_SFRV","Assault rate","L","Value","WMN","Women","2013","2013",2.8,,
"TUR","Turkey","PS_SFRV","Assault rate","L","Value","WMN","Women","2013","2013",3.7,,
"GBR","United Kingdom","PS_SFRV","Assault rate","L","Value","WMN","Women","2013","2013",0.8,,
"USA","United States","PS_SFRV","Assault rate","L","Value","WMN","Women","2013","2013",1.3,,
"OTO","OECD - Total","PS_SFRV","Assault rate","L","Value","WMN","Women","2013","2013",3.6,,
"BRA","Brazil","PS_SFRV","Assault rate","L","Value","WMN","Women","2013","2013",8.2,,
"CHL","Chile","PS_SFRV","Assault rate","L","Value","WMN","Women","2013","2013",8.1,,
"EST","Estonia","PS_SFRV","Assault rate","L","Value","WMN","Women","2013","2013",5.5,,
"ISR","Israel","PS_SFRV","Assault rate","L","Value","WMN","Women","2013","2013",6.8,,
"RUS","Russia","PS_SFRV","Assault rate","L","Value","WMN","Women","2013","2013",2.3,,
"SVN","Slovenia","PS_SFRV","Assault rate","L","Value","WMN","Women","2013","2013",4.5,,
"AUS","Australia","PS_REPH","Homicide rate","L","Value","TOT","Total","2013","2013",1,,
"AUT","Austria","PS_REPH","Homicide rate","L","Value","TOT","Total","2013","2013",0.6,,
"BEL","Belgium","PS_REPH","Homicide rate","L","Value","TOT","Total","2013","2013",1.7,,
"CAN","Canada","PS_REPH","Homicide rate","L","Value","TOT","Total","2013","2013",1.6,,
"CZE","Czech Republic","PS_REPH","Homicide rate","L","Value","TOT","Total","2013","2013",1.7,,
"DNK","Denmark","PS_REPH","Homicide rate","L","Value","TOT","Total","2013","2013",0.9,,
"FIN","Finland","PS_REPH","Homicide rate","L","Value","TOT","Total","2013","2013",2.2,,
"FRA","France","PS_REPH","Homicide rate","L","Value","TOT","Total","2013","2013",1.1,,
"DEU","Germany","PS_REPH","Homicide rate","L","Value","TOT","Total","2013","2013",0.8,,
"GRC","Greece","PS_REPH","Homicide rate","L","Value","TOT","Total","2013","2013",1.5,,
"HUN","Hungary","PS_REPH","Homicide rate","L","Value","TOT","Total","2013","2013",1.3,,
"ISL","Iceland","PS_REPH","Homicide rate","L","Value","TOT","Total","2013","2013",0.3,,
"IRL","Ireland","PS_REPH","Homicide rate","L","Value","TOT","Total","2013","2013",1.2,,
"ITA","Italy","PS_REPH","Homicide rate","L","Value","TOT","Total","2013","2013",0.9,,
"JPN","Japan","PS_REPH","Homicide rate","L","Value","TOT","Total","2013","2013",0.4,,
"KOR","Korea","PS_REPH","Homicide rate","L","Value","TOT","Total","2013","2013",2.6,,
"LUX","Luxembourg","PS_REPH","Homicide rate","L","Value","TOT","Total","2013","2013",2.5,,
"MEX","Mexico","PS_REPH","Homicide rate","L","Value","TOT","Total","2013","2013",23.7,,
"NLD","Netherlands","PS_REPH","Homicide rate","L","Value","TOT","Total","2013","2013",1.1,,
"NZL","New Zealand","PS_REPH","Homicide rate","L","Value","TOT","Total","2013","2013",0.9,,
"NOR","Norway","PS_REPH","Homicide rate","L","Value","TOT","Total","2013","2013",0.6,,
"POL","Poland","PS_REPH","Homicide rate","L","Value","TOT","Total","2013","2013",1.1,,
"PRT","Portugal","PS_REPH","Homicide rate","L","Value","TOT","Total","2013","2013",1.2,,
"SVK","Slovak Republic","PS_REPH","Homicide rate","L","Value","TOT","Total","2013","2013",1.5,,
"ESP","Spain","PS_REPH","Homicide rate","L","Value","TOT","Total","2013","2013",0.8,,
"SWE","Sweden","PS_REPH","Homicide rate","L","Value","TOT","Total","2013","2013",1,,
"CHE","Switzerland","PS_REPH","Homicide rate","L","Value","TOT","Total","2013","2013",0.7,,
"TUR","Turkey","PS_REPH","Homicide rate","L","Value","TOT","Total","2013","2013",3.3,,
"GBR","United Kingdom","PS_REPH","Homicide rate","L","Value","TOT","Total","2013","2013",1.2,,
"USA","United States","PS_REPH","Homicide rate","L","Value","TOT","Total","2013","2013",4.8,,
"OTO","OECD - Total","PS_REPH","Homicide rate","L","Value","TOT","Total","2013","2013",2.2,,
"BRA","Brazil","PS_REPH","Homicide rate","L","Value","TOT","Total","2013","2013",21,,
"CHL","Chile","PS_REPH","Homicide rate","L","Value","TOT","Total","2013","2013",3.7,,
"EST","Estonia","PS_REPH","Homicide rate","L","Value","TOT","Total","2013","2013",5.2,,
"ISR","Israel","PS_REPH","Homicide rate","L","Value","TOT","Total","2013","2013",2.1,,
"RUS","Russia","PS_REPH","Homicide rate","L","Value","TOT","Total","2013","2013",10.2,,
"SVN","Slovenia","PS_REPH","Homicide rate","L","Value","TOT","Total","2013","2013",0.7,,
"AUS","Australia","PS_REPH","Homicide rate","L","Value","MN","Men","2013","2013",1.5,"E","Estimated value"
"AUT","Austria","PS_REPH","Homicide rate","L","Value","MN","Men","2013","2013",0.8,"E","Estimated value"
"BEL","Belgium","PS_REPH","Homicide rate","L","Value","MN","Men","2013","2013",2,"E","Estimated value"
"CAN","Canada","PS_REPH","Homicide rate","L","Value","MN","Men","2013","2013",2.4,"E","Estimated value"
"CZE","Czech Republic","PS_REPH","Homicide rate","L","Value","MN","Men","2013","2013",2.1,"E","Estimated value"
"DNK","Denmark","PS_REPH","Homicide rate","L","Value","MN","Men","2013","2013",1.1,"E","Estimated value"
"FIN","Finland","PS_REPH","Homicide rate","L","Value","MN","Men","2013","2013",3.2,"E","Estimated value"
"FRA","France","PS_REPH","Homicide rate","L","Value","MN","Men","2013","2013",1.5,"E","Estimated value"
"DEU","Germany","PS_REPH","Homicide rate","L","Value","MN","Men","2013","2013",0.9,"E","Estimated value"
"GRC","Greece","PS_REPH","Homicide rate","L","Value","MN","Men","2013","2013",2.6,"E","Estimated value"
"HUN","Hungary","PS_REPH","Homicide rate","L","Value","MN","Men","2013","2013",1.5,"E","Estimated value"
"ISL","Iceland","PS_REPH","Homicide rate","L","Value","MN","Men","2013","2013",0,"E","Estimated value"
"IRL","Ireland","PS_REPH","Homicide rate","L","Value","MN","Men","2013","2013",2,"E","Estimated value"
"ITA","Italy","PS_REPH","Homicide rate","L","Value","MN","Men","2013","2013",1.4,"E","Estimated value"
"JPN","Japan","PS_REPH","Homicide rate","L","Value","MN","Men","2013","2013",0.4,"E","Estimated value"
"KOR","Korea","PS_REPH","Homicide rate","L","Value","MN","Men","2013","2013",2.5,"E","Estimated value"
"LUX","Luxembourg","PS_REPH","Homicide rate","L","Value","MN","Men","2013","2013",3.4,"E","Estimated value"
"MEX","Mexico","PS_REPH","Homicide rate","L","Value","MN","Men","2013","2013",44.5,"E","Estimated value"
"NLD","Netherlands","PS_REPH","Homicide rate","L","Value","MN","Men","2013","2013",1.6,"E","Estimated value"
"NZL","New Zealand","PS_REPH","Homicide rate","L","Value","MN","Men","2013","2013",1.1,"E","Estimated value"
"NOR","Norway","PS_REPH","Homicide rate","L","Value","MN","Men","2013","2013",0.7,"E","Estimated value"
"POL","Poland","PS_REPH","Homicide rate","L","Value","MN","Men","2013","2013",1.7,"E","Estimated value"
"PRT","Portugal","PS_REPH","Homicide rate","L","Value","MN","Men","2013","2013",1.7,"E","Estimated value"
"SVK","Slovak Republic","PS_REPH","Homicide rate","L","Value","MN","Men","2013","2013",2.2,"E","Estimated value"
"ESP","Spain","PS_REPH","Homicide rate","L","Value","MN","Men","2013","2013",1.1,"E","Estimated value"
"SWE","Sweden","PS_REPH","Homicide rate","L","Value","MN","Men","2013","2013",1.3,"E","Estimated value"
"CHE","Switzerland","PS_REPH","Homicide rate","L","Value","MN","Men","2013","2013",0.7,"E","Estimated value"
"TUR","Turkey","PS_REPH","Homicide rate","L","Value","MN","Men","2013","2013",5.1,"E","Estimated value"
"GBR","United Kingdom","PS_REPH","Homicide rate","L","Value","MN","Men","2013","2013",1.6,"E","Estimated value"
"USA","United States","PS_REPH","Homicide rate","L","Value","MN","Men","2013","2013",7.5,"E","Estimated value"
"OTO","OECD - Total","PS_REPH","Homicide rate","L","Value","MN","Men","2013","2013",2.2,"E","Estimated value"
"BRA","Brazil","PS_REPH","Homicide rate","L","Value","MN","Men","2013","2013",39,"E","Estimated value"
"CHL","Chile","PS_REPH","Homicide rate","L","Value","MN","Men","2013","2013",6.5,"E","Estimated value"
"EST","Estonia","PS_REPH","Homicide rate","L","Value","MN","Men","2013","2013",8.9,"E","Estimated value"
"ISR","Israel","PS_REPH","Homicide rate","L","Value","MN","Men","2013","2013",3.4,"E","Estimated value"
"RUS","Russia","PS_REPH","Homicide rate","L","Value","MN","Men","2013","2013",16.6,"E","Estimated value"
"SVN","Slovenia","PS_REPH","Homicide rate","L","Value","MN","Men","2013","2013",0.7,"E","Estimated value"
"AUS","Australia","PS_REPH","Homicide rate","L","Value","WMN","Women","2013","2013",0.6,"E","Estimated value"
"AUT","Austria","PS_REPH","Homicide rate","L","Value","WMN","Women","2013","2013",0.4,"E","Estimated value"
"BEL","Belgium","PS_REPH","Homicide rate","L","Value","WMN","Women","2013","2013",1.3,"E","Estimated value"
"CAN","Canada","PS_REPH","Homicide rate","L","Value","WMN","Women","2013","2013",0.8,"E","Estimated value"
"CZE","Czech Republic","PS_REPH","Homicide rate","L","Value","WMN","Women","2013","2013",1.3,"E","Estimated value"
"DNK","Denmark","PS_REPH","Homicide rate","L","Value","WMN","Women","2013","2013",0.6,"E","Estimated value"
"FIN","Finland","PS_REPH","Homicide rate","L","Value","WMN","Women","2013","2013",1.2,"E","Estimated value"
"FRA","France","PS_REPH","Homicide rate","L","Value","WMN","Women","2013","2013",0.7,"E","Estimated value"
"DEU","Germany","PS_REPH","Homicide rate","L","Value","WMN","Women","2013","2013",0.8,"E","Estimated value"
"GRC","Greece","PS_REPH","Homicide rate","L","Value","WMN","Women","2013","2013",0.5,"E","Estimated value"
"HUN","Hungary","PS_REPH","Homicide rate","L","Value","WMN","Women","2013","2013",1.1,"E","Estimated value"
"ISL","Iceland","PS_REPH","Homicide rate","L","Value","WMN","Women","2013","2013",0,"E","Estimated value"
"IRL","Ireland","PS_REPH","Homicide rate","L","Value","WMN","Women","2013","2013",0.4,"E","Estimated value"
"ITA","Italy","PS_REPH","Homicide rate","L","Value","WMN","Women","2013","2013",0.4,"E","Estimated value"
"JPN","Japan","PS_REPH","Homicide rate","L","Value","WMN","Women","2013","2013",0.4,"E","Estimated value"
"KOR","Korea","PS_REPH","Homicide rate","L","Value","WMN","Women","2013","2013",2.6,"E","Estimated value"
"LUX","Luxembourg","PS_REPH","Homicide rate","L","Value","WMN","Women","2013","2013",1.4,"E","Estimated value"
"MEX","Mexico","PS_REPH","Homicide rate","L","Value","WMN","Women","2013","2013",4.8,"E","Estimated value"
"NLD","Netherlands","PS_REPH","Homicide rate","L","Value","WMN","Women","2013","2013",0.6,"E","Estimated value"
"NZL","New Zealand","PS_REPH","Homicide rate","L","Value","WMN","Women","2013","2013",0.7,"E","Estimated value"
"NOR","Norway","PS_REPH","Homicide rate","L","Value","WMN","Women","2013","2013",0.5,"E","Estimated value"
"POL","Poland","PS_REPH","Homicide rate","L","Value","WMN","Women","2013","2013",0.6,"E","Estimated value"
"PRT","Portugal","PS_REPH","Homicide rate","L","Value","WMN","Women","2013","2013",0.7,"E","Estimated value"
"SVK","Slovak Republic","PS_REPH","Homicide rate","L","Value","WMN","Women","2013","2013",0.9,"E","Estimated value"
"ESP","Spain","PS_REPH","Homicide rate","L","Value","WMN","Women","2013","2013",0.6,"E","Estimated value"
"SWE","Sweden","PS_REPH","Homicide rate","L","Value","WMN","Women","2013","2013",0.7,"E","Estimated value"
"CHE","Switzerland","PS_REPH","Homicide rate","L","Value","WMN","Women","2013","2013",0.6,"E","Estimated value"
"TUR","Turkey","PS_REPH","Homicide rate","L","Value","WMN","Women","2013","2013",1.2,"E","Estimated value"
"GBR","United Kingdom","PS_REPH","Homicide rate","L","Value","WMN","Women","2013","2013",0.8,"E","Estimated value"
"USA","United States","PS_REPH","Homicide rate","L","Value","WMN","Women","2013","2013",2.1,"E","Estimated value"
"OTO","OECD - Total","PS_REPH","Homicide rate","L","Value","WMN","Women","2013","2013",2.2,"E","Estimated value"
"BRA","Brazil","PS_REPH","Homicide rate","L","Value","WMN","Women","2013","2013",3.8,"E","Estimated value"
"CHL","Chile","PS_REPH","Homicide rate","L","Value","WMN","Women","2013","2013",1,"E","Estimated value"
"EST","Estonia","PS_REPH","Homicide rate","L","Value","WMN","Women","2013","2013",2.1,"E","Estimated value"
"ISR","Israel","PS_REPH","Homicide rate","L","Value","WMN","Women","2013","2013",0.8,"E","Estimated value"
"RUS","Russia","PS_REPH","Homicide rate","L","Value","WMN","Women","2013","2013",4.9,"E","Estimated value"
"SVN","Slovenia","PS_REPH","Homicide rate","L","Value","WMN","Women","2013","2013",0.8,"E","Estimated value"
"AUS","Australia","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","2013","2013",14.13,,
"AUT","Austria","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","2013","2013",8.76,,
"BEL","Belgium","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","2013","2013",4.43,,
"CAN","Canada","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","2013","2013",3.91,,
"CZE","Czech Republic","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","2013","2013",7.58,,
"DNK","Denmark","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","2013","2013",1.97,,
"FIN","Finland","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","2013","2013",3.89,,
"FRA","France","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","2013","2013",8.96,,
"DEU","Germany","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","2013","2013",5.41,,
"GRC","Greece","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","2013","2013",5.23,,
"HUN","Hungary","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","2013","2013",3.1,,
"ISL","Iceland","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","2013","2013",13.45,"E","Estimated value"
"IRL","Ireland","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","2013","2013",3.94,,
"ITA","Italy","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","2013","2013",4.07,,
"JPN","Japan","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","2013","2013",31.7,"E","Estimated value"
"KOR","Korea","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","2013","2013",27.66,"E","Estimated value"
"LUX","Luxembourg","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","2013","2013",2.62,,
"MEX","Mexico","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","2013","2013",28.63,,
"NLD","Netherlands","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","2013","2013",0.66,,
"NZL","New Zealand","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","2013","2013",13.02,,
"NOR","Norway","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","2013","2013",2.83,,
"POL","Poland","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","2013","2013",7.24,,
"PRT","Portugal","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","2013","2013",8.5,,
"SVK","Slovak Republic","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","2013","2013",6.38,,
"ESP","Spain","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","2013","2013",6.34,,
"SWE","Sweden","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","2013","2013",1.23,,
"CHE","Switzerland","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","2013","2013",5.87,,
"TUR","Turkey","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","2013","2013",46.13,,
"GBR","United Kingdom","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","2013","2013",12.06,,
"USA","United States","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","2013","2013",11.13,,
"OTO","OECD - Total","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","2013","2013",8.76,"E","Estimated value"
"BRA","Brazil","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","2013","2013",12.5,,
"CHL","Chile","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","2013","2013",16.32,,
"EST","Estonia","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","2013","2013",4.1,,
"ISR","Israel","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","2013","2013",17.58,,
"RUS","Russia","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","2013","2013",0.16,,
"SVN","Slovenia","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","2013","2013",5.55,,
"AUS","Australia","WL_EWLH","Employees working very long hours","L","Value","MN","Men","2013","2013",20.95,,
"AUT","Austria","WL_EWLH","Employees working very long hours","L","Value","MN","Men","2013","2013",13.47,,
"BEL","Belgium","WL_EWLH","Employees working very long hours","L","Value","MN","Men","2013","2013",6.56,,
"CAN","Canada","WL_EWLH","Employees working very long hours","L","Value","MN","Men","2013","2013",6.37,,
"CZE","Czech Republic","WL_EWLH","Employees working very long hours","L","Value","MN","Men","2013","2013",11.19,,
"DNK","Denmark","WL_EWLH","Employees working very long hours","L","Value","MN","Men","2013","2013",3.08,,
"FIN","Finland","WL_EWLH","Employees working very long hours","L","Value","MN","Men","2013","2013",5.96,,
"FRA","France","WL_EWLH","Employees working very long hours","L","Value","MN","Men","2013","2013",12.44,,
"DEU","Germany","WL_EWLH","Employees working very long hours","L","Value","MN","Men","2013","2013",8.18,,
"GRC","Greece","WL_EWLH","Employees working very long hours","L","Value","MN","Men","2013","2013",6.28,,
"HUN","Hungary","WL_EWLH","Employees working very long hours","L","Value","MN","Men","2013","2013",4.64,,
"ISL","Iceland","WL_EWLH","Employees working very long hours","L","Value","MN","Men","2013","2013",18.94,"E","Estimated value"
"IRL","Ireland","WL_EWLH","Employees working very long hours","L","Value","MN","Men","2013","2013",6.67,,
"ITA","Italy","WL_EWLH","Employees working very long hours","L","Value","MN","Men","2013","2013",5.7,,
"JPN","Japan","WL_EWLH","Employees working very long hours","L","Value","MN","Men","2013","2013",38.84,"E","Estimated value"
"KOR","Korea","WL_EWLH","Employees working very long hours","L","Value","MN","Men","2013","2013",35.02,"E","Estimated value"
"LUX","Luxembourg","WL_EWLH","Employees working very long hours","L","Value","MN","Men","2013","2013",3.75,,
"MEX","Mexico","WL_EWLH","Employees working very long hours","L","Value","MN","Men","2013","2013",35.12,,
"NLD","Netherlands","WL_EWLH","Employees working very long hours","L","Value","MN","Men","2013","2013",1.12,,
"NZL","New Zealand","WL_EWLH","Employees working very long hours","L","Value","MN","Men","2013","2013",19.53,,
"NOR","Norway","WL_EWLH","Employees working very long hours","L","Value","MN","Men","2013","2013",4.46,,
"POL","Poland","WL_EWLH","Employees working very long hours","L","Value","MN","Men","2013","2013",11.32,,
"PRT","Portugal","WL_EWLH","Employees working very long hours","L","Value","MN","Men","2013","2013",11.64,,
"SVK","Slovak Republic","WL_EWLH","Employees working very long hours","L","Value","MN","Men","2013","2013",9.34,,
"ESP","Spain","WL_EWLH","Employees working very long hours","L","Value","MN","Men","2013","2013",8.85,,
"SWE","Sweden","WL_EWLH","Employees working very long hours","L","Value","MN","Men","2013","2013",1.85,,
"CHE","Switzerland","WL_EWLH","Employees working very long hours","L","Value","MN","Men","2013","2013",8.68,"E","Estimated value"
"TUR","Turkey","WL_EWLH","Employees working very long hours","L","Value","MN","Men","2013","2013",49.81,,
"GBR","United Kingdom","WL_EWLH","Employees working very long hours","L","Value","MN","Men","2013","2013",18.12,,
"USA","United States","WL_EWLH","Employees working very long hours","L","Value","MN","Men","2013","2013",15.5,,
"OTO","OECD - Total","WL_EWLH","Employees working very long hours","L","Value","MN","Men","2013","2013",12.08,,
"BRA","Brazil","WL_EWLH","Employees working very long hours","L","Value","MN","Men","2013","2013",15.47,,
"CHL","Chile","WL_EWLH","Employees working very long hours","L","Value","MN","Men","2013","2013",19.98,,
"EST","Estonia","WL_EWLH","Employees working very long hours","L","Value","MN","Men","2013","2013",5.62,,
"ISR","Israel","WL_EWLH","Employees working very long hours","L","Value","MN","Men","2013","2013",26.91,,
